"year","0__0","1__0","2__0","3__0","4__0","5__0","6__0","7__0","8__0","9__0","10__0","11__0","12__0","13__0","14__0","15__0","16__0","17__0","18__0","19__0","20__0","21__0","22__0","23__0","24__0","25__0","26__0","27__0","28__0","29__0","30__0","31__0","32__0","33__0","34__0","35__0","36__0","37__0","38__0","39__0","40__0","41__0","42__0","43__0","44__0","45__0","46__0","47__0","48__0","49__0","50__0","51__0","52__0","53__0","54__0","55__0","56__0","57__0","58__0","59__0","60__0","61__0","62__0","63__0","64__0","65__0","66__0","67__0","68__0","69__0","70__0","71__0","72__0","73__0","74__0","75__0","76__0","77__0","78__0","79__0","80__0","81__0","82__0","83__0","84__0","85__0","86__0","87__0","88__0","89__0","90__0"
"1816",0.222931,0.04667,0.034306,0.023155,0.016075,0.013635,0.011632,0.009908,0.008379,0.007105,0.006012,0.005206,0.004646,0.004427,0.004549,0.004965,0.005607,0.006451,0.007522,0.008842,0.010293,0.011572,0.012514,0.012917,0.012702,0.012094,0.011233,0.010448,0.009886,0.009528,0.009457,0.009422,0.009541,0.009683,0.009842,0.009945,0.010151,0.010377,0.010654,0.010992,0.011382,0.011905,0.012534,0.013245,0.014073,0.015035,0.015896,0.016632,0.017431,0.018275,0.019113,0.020009,0.020938,0.021805,0.022643,0.023281,0.024484,0.026085,0.028318,0.031381,0.034519,0.038015,0.040926,0.043424,0.045379,0.046341,0.048574,0.052012,0.056869,0.063401,0.070814,0.07913,0.087276,0.095552,0.102569,0.108725,0.115656,0.124745,0.136486,0.138582,0.16529,0.182733,0.199912,0.215589,0.226804,0.229218,0.227298,0.2239,0.220459,0.221824,0.23527
"1817",0.217954,0.053905,0.038601,0.02709,0.018917,0.015382,0.012879,0.010688,0.008897,0.007446,0.006373,0.005692,0.005258,0.005087,0.005261,0.005733,0.006286,0.006908,0.007678,0.008618,0.009665,0.010502,0.011103,0.011395,0.011161,0.010488,0.009896,0.009451,0.009142,0.009127,0.009306,0.009375,0.009505,0.009712,0.009892,0.010084,0.010321,0.010576,0.010929,0.011388,0.011959,0.01264,0.013386,0.014102,0.014701,0.015227,0.015971,0.016843,0.017796,0.019084,0.020619,0.021935,0.023063,0.024036,0.02469,0.025205,0.026283,0.027886,0.030124,0.03323,0.03711,0.041062,0.044322,0.046853,0.048804,0.050327,0.052432,0.055483,0.059821,0.065711,0.073133,0.080646,0.087856,0.094663,0.101263,0.108151,0.115704,0.124366,0.134492,0.147163,0.163505,0.18004,0.196198,0.210375,0.219654,0.221096,0.219055,0.216069,0.214438,0.218591,0.233842
"1818",0.216629,0.06126,0.041421,0.028248,0.020125,0.01626,0.013648,0.011254,0.009242,0.00768,0.006525,0.005736,0.005332,0.005205,0.005386,0.005885,0.006484,0.007099,0.007791,0.008655,0.009626,0.010399,0.010839,0.010983,0.010738,0.010031,0.009403,0.009071,0.00896,0.009026,0.009357,0.009603,0.009674,0.0098,0.009963,0.010098,0.010304,0.010557,0.010848,0.011285,0.011832,0.012431,0.013076,0.013705,0.014215,0.014585,0.01509,0.015917,0.016907,0.018004,0.019379,0.020642,0.021626,0.022464,0.02318,0.023741,0.02471,0.026294,0.02833,0.031001,0.034306,0.037592,0.040726,0.043209,0.045196,0.04693,0.049218,0.052254,0.056182,0.0614,0.067917,0.074838,0.081504,0.087995,0.094096,0.100274,0.108162,0.117673,0.128078,0.138847,0.150629,0.164823,0.178994,0.191957,0.201226,0.20459,0.205642,0.205993,0.206558,0.210513,0.22097
"1819",0.234458,0.066978,0.04621,0.03009,0.021382,0.018137,0.01582,0.013597,0.011432,0.009419,0.007647,0.006274,0.005403,0.005052,0.005134,0.005627,0.006282,0.007003,0.007753,0.008623,0.009647,0.010465,0.010943,0.010998,0.010653,0.009942,0.009271,0.008854,0.008795,0.008998,0.009307,0.009585,0.009697,0.009678,0.009741,0.009854,0.010056,0.010389,0.010789,0.011272,0.011945,0.012613,0.01325,0.013851,0.014322,0.014628,0.015039,0.015714,0.016803,0.018107,0.019446,0.020683,0.021684,0.022377,0.022905,0.023406,0.02424,0.02566,0.027697,0.030202,0.03327,0.03628,0.039147,0.04178,0.04369,0.045425,0.047768,0.051017,0.055172,0.060476,0.067244,0.074571,0.081723,0.088148,0.094031,0.09915,0.105341,0.114261,0.12639,0.140177,0.14937,0.164744,0.180267,0.194394,0.20443,0.207506,0.207351,0.206948,0.207612,0.212414,0.226003
"1820",0.213029,0.0582,0.040766,0.027286,0.018908,0.016223,0.014479,0.012674,0.010843,0.008963,0.007136,0.005688,0.004726,0.00431,0.004448,0.004995,0.005698,0.006508,0.007395,0.008319,0.009311,0.010128,0.010602,0.010654,0.010188,0.009356,0.008659,0.008173,0.007976,0.00818,0.00861,0.008869,0.009059,0.009122,0.009129,0.009282,0.009557,0.009945,0.010461,0.011012,0.011597,0.012205,0.012701,0.01309,0.013341,0.013447,0.01379,0.014488,0.015646,0.017438,0.019483,0.021037,0.022261,0.023105,0.023494,0.023751,0.024556,0.025979,0.028201,0.0312,0.034625,0.037991,0.041073,0.044008,0.046509,0.048234,0.050597,0.053767,0.057842,0.062735,0.068603,0.075477,0.083076,0.090727,0.098029,0.105784,0.114155,0.124289,0.138269,0.157755,0.168302,0.18555,0.203755,0.221073,0.234234,0.23995,0.240791,0.239382,0.238169,0.239705,0.247466
"1821",0.213841,0.056375,0.041691,0.028215,0.019647,0.016199,0.013871,0.011841,0.009906,0.008124,0.006482,0.005228,0.004382,0.003996,0.004122,0.004656,0.005411,0.006228,0.007171,0.008205,0.009247,0.010027,0.010486,0.010598,0.010305,0.009628,0.009055,0.008689,0.008445,0.008357,0.00853,0.008598,0.008609,0.008659,0.00871,0.008874,0.009083,0.009497,0.010006,0.010616,0.011201,0.011794,0.012239,0.012575,0.012809,0.012955,0.013343,0.014005,0.014923,0.016162,0.017728,0.018985,0.019863,0.020581,0.021126,0.021562,0.022382,0.023704,0.025483,0.027854,0.0305,0.033322,0.035838,0.038271,0.040841,0.042916,0.045758,0.048793,0.052508,0.057065,0.062308,0.068274,0.074612,0.081379,0.0875,0.094141,0.100037,0.107209,0.116149,0.12928,0.143032,0.156978,0.172313,0.187874,0.200899,0.20828,0.211371,0.210896,0.208336,0.206898,0.208999
"1822",0.241128,0.05997,0.042485,0.029681,0.020692,0.016889,0.014165,0.011772,0.009788,0.008088,0.006686,0.005636,0.004936,0.004592,0.004639,0.005058,0.005766,0.006627,0.007605,0.008771,0.010029,0.010872,0.011239,0.011253,0.010883,0.010166,0.009499,0.009081,0.008898,0.008846,0.008945,0.009139,0.009299,0.009374,0.009508,0.009656,0.009734,0.009967,0.010378,0.010866,0.011438,0.011953,0.012292,0.012529,0.012674,0.012775,0.013123,0.01378,0.01468,0.015749,0.016931,0.018137,0.019139,0.019857,0.020579,0.021368,0.022396,0.023855,0.025824,0.028204,0.030976,0.033938,0.036605,0.038995,0.041302,0.043594,0.046556,0.049884,0.053653,0.058422,0.064384,0.07079,0.077269,0.084111,0.09098,0.097951,0.104581,0.111197,0.1193,0.129532,0.147622,0.161838,0.177752,0.194927,0.211247,0.223545,0.232437,0.238117,0.240458,0.242457,0.248853
"1823",0.221829,0.058001,0.039162,0.02657,0.019115,0.015853,0.013688,0.011537,0.009596,0.007904,0.006412,0.005236,0.004441,0.00403,0.004014,0.004378,0.004994,0.005888,0.006972,0.008234,0.00962,0.010634,0.011056,0.010971,0.010488,0.009657,0.008907,0.008332,0.008012,0.00794,0.008009,0.00816,0.008421,0.008676,0.008856,0.009096,0.009299,0.009429,0.009694,0.010083,0.010511,0.010952,0.011355,0.011675,0.012017,0.01239,0.01289,0.013576,0.014424,0.015345,0.016256,0.017204,0.018347,0.01949,0.020545,0.021816,0.023254,0.024789,0.026584,0.028729,0.031041,0.033441,0.036011,0.03837,0.040688,0.043176,0.046176,0.050021,0.054426,0.059738,0.06629,0.073326,0.080081,0.086499,0.092933,0.098897,0.105886,0.112777,0.119915,0.129091,0.147853,0.161456,0.176251,0.192101,0.207601,0.220151,0.230066,0.236739,0.239387,0.238878,0.239501
"1824",0.234507,0.062447,0.043943,0.02865,0.020021,0.016439,0.01386,0.011539,0.009442,0.007699,0.006326,0.00528,0.004572,0.004235,0.004273,0.00465,0.005207,0.005938,0.006891,0.007956,0.009074,0.009961,0.010491,0.01057,0.010324,0.009916,0.009521,0.009157,0.008779,0.008455,0.00818,0.007975,0.007932,0.008132,0.008453,0.008776,0.009112,0.009368,0.00956,0.009885,0.010292,0.010707,0.011155,0.011567,0.011927,0.012387,0.012934,0.013591,0.014382,0.015259,0.016141,0.01701,0.017932,0.019079,0.020214,0.021239,0.022512,0.024021,0.025711,0.027777,0.030253,0.032691,0.035166,0.037692,0.039868,0.042117,0.044952,0.048585,0.053186,0.058612,0.065247,0.07225,0.079086,0.084733,0.089294,0.093656,0.099245,0.107039,0.115777,0.126532,0.149193,0.166378,0.183023,0.197746,0.207504,0.20861,0.205736,0.201119,0.196808,0.19887,0.213775
"1825",0.223781,0.064879,0.045941,0.030954,0.021067,0.017267,0.014593,0.012154,0.009976,0.008052,0.00647,0.00532,0.004628,0.004411,0.0047,0.005412,0.006173,0.006901,0.007653,0.008436,0.009083,0.009564,0.009876,0.009963,0.009749,0.009423,0.009195,0.009017,0.008843,0.008633,0.008475,0.008441,0.008462,0.008601,0.008948,0.009318,0.009544,0.009808,0.010046,0.010321,0.010808,0.011342,0.011887,0.012478,0.012998,0.013456,0.014032,0.014632,0.01527,0.015952,0.016638,0.01742,0.018274,0.019291,0.020686,0.022159,0.023537,0.025213,0.027158,0.02931,0.031827,0.034453,0.036882,0.039321,0.041629,0.043495,0.046056,0.049505,0.054013,0.059627,0.066024,0.072871,0.079827,0.086341,0.090833,0.094303,0.099953,0.107716,0.118002,0.129186,0.150227,0.166908,0.183394,0.198587,0.210163,0.215765,0.219272,0.222698,0.226634,0.234259,0.25047
"1826",0.222857,0.061915,0.045856,0.031097,0.021803,0.018049,0.015528,0.013244,0.011121,0.009219,0.007528,0.006266,0.005444,0.005085,0.005209,0.00576,0.006433,0.007161,0.007953,0.008875,0.009784,0.010579,0.011055,0.011292,0.011194,0.010835,0.010447,0.0101,0.009788,0.009484,0.009163,0.008984,0.008952,0.008967,0.009063,0.009336,0.009571,0.00982,0.010206,0.010684,0.011332,0.011907,0.012562,0.013176,0.013761,0.014195,0.014768,0.01532,0.015933,0.01664,0.017416,0.018374,0.019458,0.020559,0.021736,0.023124,0.024497,0.025985,0.027894,0.03025,0.03294,0.035771,0.038643,0.041388,0.044246,0.046667,0.050009,0.05371,0.058345,0.064217,0.070756,0.077929,0.084948,0.092173,0.098558,0.104007,0.110691,0.11914,0.129909,0.142065,0.163382,0.179693,0.196221,0.212016,0.22537,0.234523,0.242021,0.24973,0.258266,0.268608,0.28312
"1827",0.221132,0.053584,0.037981,0.026643,0.018829,0.015758,0.013661,0.011668,0.009864,0.008237,0.006821,0.005758,0.005084,0.004807,0.004945,0.005443,0.006053,0.00673,0.007475,0.008282,0.009122,0.009897,0.010434,0.010656,0.010627,0.010396,0.010048,0.009656,0.009366,0.009177,0.009068,0.009013,0.009094,0.009293,0.009466,0.009639,0.009947,0.010276,0.010555,0.010965,0.011442,0.0118,0.012273,0.012884,0.013519,0.014223,0.014962,0.015585,0.016187,0.016815,0.017486,0.018348,0.019459,0.020711,0.021923,0.023084,0.024565,0.026275,0.028098,0.030485,0.033377,0.036174,0.038932,0.041694,0.044206,0.046569,0.049786,0.053546,0.057864,0.063408,0.070203,0.077364,0.084206,0.090723,0.097015,0.10361,0.110237,0.116948,0.125432,0.135226,0.154348,0.168035,0.18176,0.19426,0.203631,0.208185,0.210079,0.211417,0.214267,0.221917,0.237528
"1828",0.230615,0.068699,0.046391,0.031405,0.02219,0.017694,0.014639,0.01192,0.009644,0.007893,0.006643,0.005753,0.00521,0.005023,0.005199,0.005698,0.006301,0.006949,0.007674,0.00847,0.009285,0.009953,0.010501,0.010781,0.010735,0.010479,0.010207,0.009875,0.009548,0.009376,0.009328,0.00934,0.009356,0.009456,0.009614,0.009706,0.009907,0.010354,0.010888,0.011416,0.01209,0.012638,0.012963,0.013337,0.01373,0.014084,0.014584,0.015239,0.01596,0.016908,0.018057,0.019216,0.020368,0.021498,0.022439,0.023103,0.02409,0.025833,0.028155,0.030904,0.034399,0.03777,0.040688,0.043349,0.045747,0.047758,0.05028,0.054007,0.058488,0.063975,0.070889,0.078232,0.085547,0.09247,0.099173,0.105875,0.11396,0.121904,0.129706,0.139521,0.157823,0.172371,0.187914,0.203276,0.216508,0.225787,0.232154,0.236735,0.240952,0.247702,0.260023
"1829",0.214667,0.057787,0.0405,0.026306,0.018383,0.015137,0.012821,0.01076,0.008942,0.00741,0.006209,0.005314,0.004714,0.004431,0.004474,0.004832,0.005444,0.006281,0.007347,0.008691,0.010186,0.011313,0.011971,0.012204,0.011805,0.010872,0.010059,0.009514,0.009153,0.009075,0.009357,0.009653,0.009838,0.009848,0.009752,0.00957,0.009469,0.009608,0.010115,0.010818,0.011541,0.012239,0.012769,0.013144,0.013624,0.014145,0.014713,0.015412,0.01616,0.016899,0.017819,0.018739,0.019615,0.020459,0.021234,0.021923,0.023004,0.024741,0.027492,0.031023,0.034832,0.038456,0.041596,0.044138,0.04628,0.048211,0.050664,0.054193,0.059272,0.065455,0.072963,0.081028,0.089222,0.097104,0.104387,0.111686,0.119944,0.129908,0.138843,0.146927,0.163453,0.177705,0.193395,0.209484,0.223773,0.233782,0.239707,0.24229,0.242455,0.243222,0.248893
"1830",0.209117,0.058352,0.041334,0.027697,0.01863,0.014982,0.012454,0.010258,0.008433,0.006977,0.005882,0.005092,0.0046,0.004408,0.004535,0.004964,0.005586,0.00638,0.007321,0.008413,0.00963,0.010571,0.011112,0.011287,0.01111,0.010496,0.009904,0.009537,0.00939,0.009363,0.009515,0.009736,0.009886,0.009898,0.009704,0.009451,0.009414,0.00956,0.009984,0.010834,0.011822,0.012495,0.013026,0.013321,0.013462,0.013737,0.014174,0.014814,0.015736,0.016804,0.017925,0.019077,0.02006,0.02085,0.021426,0.02189,0.022838,0.024359,0.026602,0.030018,0.034052,0.037386,0.040465,0.043219,0.045554,0.047883,0.050961,0.054811,0.059893,0.066611,0.074106,0.081855,0.089818,0.097729,0.104748,0.110934,0.118309,0.12739,0.138759,0.148711,0.162995,0.179192,0.197325,0.216232,0.233205,0.24459,0.250818,0.25261,0.251252,0.250464,0.255905
"1831",0.203546,0.058725,0.043335,0.029254,0.020022,0.015818,0.012955,0.010603,0.00867,0.007232,0.006194,0.005419,0.004836,0.00447,0.004337,0.004475,0.005014,0.006013,0.007487,0.009408,0.011656,0.013289,0.014168,0.014185,0.013375,0.011828,0.010461,0.009471,0.008966,0.008915,0.009195,0.009479,0.009612,0.009633,0.009504,0.009234,0.009144,0.009292,0.009574,0.010048,0.010776,0.011349,0.011739,0.012101,0.012366,0.012725,0.013109,0.013771,0.014589,0.015603,0.016595,0.017657,0.018487,0.019182,0.019741,0.020233,0.021232,0.022886,0.02508,0.027931,0.031595,0.034749,0.037423,0.03997,0.042425,0.044886,0.047986,0.05197,0.056729,0.062874,0.069699,0.077287,0.08448,0.091928,0.099346,0.10618,0.114003,0.122686,0.13343,0.14549,0.158823,0.175775,0.194943,0.215104,0.233116,0.244638,0.250424,0.251012,0.247667,0.245362,0.250683
"1832",0.219146,0.061649,0.043712,0.030533,0.021644,0.018241,0.01591,0.013666,0.011584,0.00964,0.007882,0.006513,0.005561,0.005038,0.004986,0.005383,0.006123,0.007214,0.00868,0.010534,0.012633,0.014207,0.015131,0.015399,0.014908,0.01381,0.012899,0.012289,0.011959,0.011976,0.012315,0.01263,0.012743,0.012818,0.012936,0.013085,0.013244,0.013556,0.014002,0.01433,0.014577,0.015064,0.015652,0.016223,0.017065,0.018078,0.018865,0.019756,0.020812,0.021843,0.022928,0.02405,0.024884,0.02555,0.026144,0.026733,0.027831,0.029754,0.032465,0.035717,0.039305,0.043026,0.046517,0.049473,0.05265,0.056161,0.059998,0.064626,0.070144,0.076409,0.08331,0.091033,0.098694,0.105832,0.113181,0.120872,0.129176,0.137907,0.147205,0.157632,0.170327,0.186396,0.204641,0.224065,0.241394,0.251905,0.2565,0.255412,0.24979,0.245715,0.25165
"1833",0.213505,0.05979,0.040026,0.027213,0.019631,0.016421,0.014319,0.012254,0.010312,0.008545,0.006996,0.00579,0.004982,0.004572,0.004567,0.004963,0.00562,0.006505,0.007662,0.009113,0.010739,0.012009,0.012707,0.012864,0.012442,0.011522,0.010661,0.010058,0.009686,0.009535,0.0096,0.009751,0.009893,0.009958,0.010105,0.010363,0.010635,0.01083,0.011052,0.011267,0.011316,0.011471,0.011938,0.012547,0.013186,0.014049,0.014862,0.015488,0.016234,0.017092,0.017938,0.018824,0.019743,0.020491,0.021255,0.022107,0.023212,0.02468,0.026648,0.029023,0.031544,0.03418,0.037262,0.040513,0.043612,0.047264,0.051182,0.055246,0.059882,0.065088,0.070671,0.076452,0.083015,0.089823,0.096739,0.104411,0.113207,0.122838,0.13285,0.143266,0.153223,0.167571,0.183547,0.199999,0.213828,0.220317,0.221499,0.218634,0.213538,0.213238,0.227003
"1834",0.256481,0.074772,0.051993,0.033777,0.023677,0.019608,0.016715,0.014116,0.011804,0.009817,0.008205,0.006992,0.006165,0.005745,0.005738,0.006116,0.00675,0.00758,0.008607,0.009902,0.01137,0.012521,0.013199,0.013332,0.01294,0.012092,0.011289,0.010668,0.010271,0.010091,0.010099,0.010195,0.010409,0.010663,0.010894,0.011265,0.011649,0.011947,0.012066,0.012124,0.012142,0.012214,0.012495,0.013163,0.013995,0.014784,0.015609,0.016329,0.016926,0.017723,0.018635,0.019557,0.020613,0.021727,0.022714,0.023888,0.025228,0.026732,0.028468,0.030533,0.032804,0.035192,0.037758,0.040996,0.044497,0.04776,0.051565,0.055864,0.060751,0.066803,0.07383,0.080997,0.088013,0.095332,0.102269,0.108968,0.116852,0.12651,0.13783,0.150454,0.16091,0.177231,0.19519,0.213522,0.228687,0.235849,0.237941,0.236632,0.233704,0.235881,0.252682
"1835",0.207153,0.056511,0.040018,0.026746,0.018304,0.015125,0.01299,0.011034,0.009326,0.007866,0.006645,0.005709,0.005106,0.004823,0.004872,0.00524,0.005833,0.006639,0.00763,0.008809,0.01016,0.011269,0.01199,0.012277,0.012082,0.011516,0.010916,0.010412,0.010002,0.009704,0.009535,0.00952,0.009672,0.010061,0.010594,0.011145,0.011666,0.012084,0.012313,0.012243,0.012086,0.012155,0.012355,0.012785,0.013643,0.014614,0.015324,0.01605,0.016682,0.017277,0.018142,0.019101,0.020134,0.021404,0.022741,0.02396,0.025364,0.026798,0.02824,0.029748,0.031464,0.033629,0.036087,0.038942,0.04287,0.047235,0.050982,0.055158,0.0597,0.064804,0.070995,0.077612,0.084343,0.091096,0.098138,0.105022,0.112912,0.122468,0.134217,0.148211,0.158723,0.174714,0.192184,0.210196,0.225569,0.233832,0.238257,0.240308,0.241117,0.246011,0.262924
"1836",0.196167,0.048595,0.0357,0.024039,0.016445,0.012979,0.010628,0.008672,0.007055,0.005854,0.005004,0.004435,0.004106,0.004044,0.004248,0.00471,0.005284,0.005979,0.006782,0.007675,0.008652,0.009439,0.010044,0.010406,0.01048,0.010327,0.010064,0.009757,0.009412,0.008995,0.008596,0.008357,0.008357,0.008598,0.009139,0.009752,0.01036,0.010695,0.010911,0.010952,0.010837,0.010903,0.011209,0.011604,0.01214,0.012925,0.013589,0.014174,0.014859,0.015559,0.016453,0.01731,0.018389,0.019549,0.020906,0.022119,0.023609,0.024922,0.026258,0.027662,0.029189,0.031219,0.033859,0.036807,0.04017,0.044361,0.048204,0.052168,0.056863,0.062411,0.069274,0.076209,0.083619,0.090851,0.097772,0.104179,0.111412,0.120037,0.130808,0.144712,0.158262,0.174709,0.192356,0.210257,0.22556,0.234035,0.238952,0.242107,0.244033,0.248758,0.26287
"1837",0.200792,0.054779,0.038969,0.026895,0.018252,0.014172,0.011317,0.008968,0.007196,0.005997,0.005319,0.004913,0.004685,0.004624,0.004769,0.005132,0.005708,0.006519,0.007581,0.008919,0.010434,0.011587,0.012333,0.012692,0.012578,0.012054,0.011469,0.010915,0.0104,0.009919,0.009517,0.009289,0.009282,0.00951,0.009967,0.01062,0.011283,0.011687,0.011906,0.012105,0.012299,0.012505,0.01288,0.013433,0.013906,0.014318,0.014961,0.015739,0.016547,0.017658,0.018977,0.020078,0.021232,0.022502,0.023699,0.024944,0.026581,0.028244,0.030027,0.032182,0.034677,0.037411,0.040674,0.044389,0.047988,0.051291,0.055408,0.060477,0.066242,0.074014,0.083867,0.093447,0.103008,0.11251,0.120963,0.128026,0.135333,0.14419,0.154877,0.168789,0.186934,0.204966,0.224108,0.243201,0.259086,0.267579,0.272128,0.274396,0.275185,0.277953,0.288963
"1838",0.201419,0.06297,0.042581,0.028707,0.019799,0.015213,0.012117,0.009528,0.007561,0.006274,0.005581,0.005113,0.004809,0.00465,0.004631,0.004812,0.005312,0.006143,0.007328,0.008891,0.010716,0.012171,0.013007,0.013303,0.013044,0.012269,0.01149,0.010831,0.010288,0.009869,0.009575,0.00941,0.009361,0.009427,0.009617,0.009915,0.010269,0.010678,0.011011,0.011403,0.011929,0.01244,0.012791,0.013103,0.013344,0.013317,0.013453,0.014033,0.014918,0.015994,0.017434,0.018746,0.019718,0.020647,0.021519,0.022277,0.023365,0.025016,0.026902,0.029283,0.032211,0.035098,0.037774,0.0405,0.043028,0.04496,0.047479,0.051631,0.057337,0.064315,0.07353,0.08284,0.091161,0.099203,0.106425,0.112253,0.118288,0.12532,0.134568,0.146255,0.164237,0.180783,0.197873,0.214443,0.227462,0.233205,0.235396,0.235618,0.234447,0.235291,0.242993
"1839",0.189697,0.057028,0.039954,0.025976,0.017843,0.014141,0.011541,0.009392,0.007652,0.006392,0.005594,0.005049,0.004704,0.004588,0.004691,0.005011,0.005584,0.00641,0.007477,0.00881,0.010312,0.011509,0.01222,0.012366,0.012027,0.011281,0.010544,0.009956,0.009513,0.009203,0.009017,0.008905,0.008886,0.008951,0.009082,0.009279,0.009563,0.009962,0.010449,0.010951,0.0116,0.012209,0.01267,0.012849,0.012867,0.012778,0.012784,0.013079,0.013859,0.014955,0.016121,0.017246,0.018166,0.018858,0.019573,0.020309,0.021327,0.022911,0.025122,0.027668,0.030794,0.033815,0.03639,0.038451,0.040203,0.041629,0.043662,0.046845,0.052136,0.059366,0.067524,0.075936,0.08385,0.090916,0.097903,0.104292,0.111254,0.118757,0.127197,0.138099,0.154521,0.169473,0.184637,0.199235,0.210936,0.216713,0.219742,0.221799,0.22339,0.227103,0.237382
"1840",0.183228,0.055179,0.039141,0.026212,0.017856,0.014496,0.012187,0.010221,0.008601,0.007284,0.006289,0.005531,0.00499,0.004667,0.004588,0.004776,0.005364,0.00642,0.007944,0.009932,0.01222,0.013987,0.015032,0.015235,0.014513,0.013155,0.011876,0.010857,0.010134,0.009711,0.009527,0.009409,0.009331,0.009336,0.009414,0.009543,0.009782,0.01019,0.010798,0.011524,0.012264,0.012961,0.013513,0.013834,0.013764,0.013557,0.013665,0.013989,0.014628,0.015818,0.017233,0.018279,0.019201,0.019922,0.020497,0.021251,0.022383,0.024012,0.026437,0.029622,0.033009,0.036287,0.039047,0.041012,0.042065,0.042821,0.044803,0.048122,0.053123,0.061223,0.071494,0.080263,0.0887,0.096277,0.102765,0.109507,0.11715,0.126241,0.136082,0.147418,0.165989,0.183675,0.201551,0.218519,0.232324,0.240144,0.245164,0.249212,0.253009,0.258386,0.268661
"1841",0.179418,0.055693,0.04068,0.027419,0.018786,0.014876,0.012211,0.010007,0.008257,0.006995,0.006158,0.005525,0.005032,0.004684,0.004494,0.004546,0.005115,0.006318,0.008163,0.010674,0.013637,0.015904,0.017246,0.017569,0.016765,0.015094,0.013418,0.01207,0.011014,0.010288,0.009837,0.00952,0.009253,0.009079,0.009021,0.009063,0.009266,0.009597,0.010116,0.010812,0.011532,0.012192,0.012615,0.012926,0.013065,0.013036,0.013253,0.013753,0.014361,0.015107,0.016134,0.016909,0.017508,0.018113,0.0187,0.019457,0.020534,0.022214,0.024426,0.027497,0.030726,0.034148,0.03674,0.038755,0.039982,0.040724,0.042442,0.045934,0.050811,0.05758,0.066869,0.075092,0.082431,0.08958,0.096037,0.103289,0.110554,0.119976,0.130877,0.141835,0.157361,0.174074,0.191275,0.207759,0.221326,0.229845,0.235953,0.240807,0.244749,0.249232,0.256179
"1842",0.198445,0.054219,0.038426,0.026498,0.018187,0.014474,0.011953,0.009777,0.008041,0.006797,0.006021,0.005472,0.005075,0.004835,0.004769,0.004926,0.005498,0.006565,0.008127,0.010228,0.012697,0.014566,0.015568,0.015663,0.014825,0.013242,0.011703,0.01054,0.009785,0.009423,0.009409,0.009488,0.00955,0.009573,0.009563,0.009561,0.009756,0.010125,0.010652,0.011362,0.012234,0.013006,0.013441,0.013672,0.01384,0.013986,0.014169,0.014551,0.015157,0.015698,0.016169,0.016838,0.017638,0.018467,0.019617,0.021039,0.022555,0.024434,0.026717,0.029297,0.03216,0.035289,0.037999,0.040167,0.042103,0.043848,0.045993,0.049567,0.054935,0.061609,0.069183,0.077199,0.08542,0.092993,0.101409,0.111208,0.120734,0.131429,0.143949,0.157198,0.170008,0.186828,0.204859,0.223085,0.239409,0.251707,0.261792,0.27036,0.276666,0.280777,0.2838
"1843",0.185964,0.058989,0.040409,0.027248,0.018819,0.014541,0.011669,0.00927,0.007374,0.006075,0.005347,0.004906,0.004662,0.004609,0.004753,0.005121,0.005753,0.006661,0.007881,0.009409,0.011146,0.012491,0.013217,0.013295,0.012696,0.011571,0.010533,0.009698,0.009151,0.008901,0.008892,0.008934,0.008992,0.009035,0.009046,0.009051,0.009178,0.009499,0.009951,0.010528,0.011217,0.011903,0.012512,0.012922,0.013314,0.013784,0.014289,0.014687,0.01511,0.015558,0.015764,0.016072,0.01675,0.017651,0.018642,0.020017,0.021572,0.023236,0.025303,0.027759,0.030431,0.03305,0.035851,0.038294,0.040475,0.042703,0.045316,0.048298,0.052551,0.058308,0.064858,0.071695,0.079412,0.088014,0.096393,0.10639,0.117438,0.128018,0.140118,0.153741,0.165826,0.182744,0.201164,0.219614,0.235442,0.245638,0.252396,0.257631,0.261978,0.266932,0.275377
"1844",0.183086,0.050571,0.03561,0.023346,0.016095,0.012788,0.010452,0.008529,0.006971,0.005781,0.00499,0.004483,0.004222,0.004197,0.004409,0.004855,0.005514,0.006363,0.007405,0.008683,0.010072,0.011151,0.011775,0.01187,0.011419,0.010532,0.009737,0.009145,0.008734,0.008577,0.008622,0.008693,0.008754,0.00881,0.008834,0.00884,0.008939,0.009203,0.009666,0.010251,0.010927,0.011565,0.012174,0.012675,0.012983,0.013324,0.013729,0.014151,0.014438,0.014749,0.015151,0.015598,0.016212,0.017207,0.018368,0.019487,0.020931,0.022627,0.024617,0.027216,0.030224,0.033076,0.035833,0.038692,0.041091,0.043453,0.046224,0.049301,0.052585,0.057112,0.062996,0.069575,0.076436,0.084707,0.094382,0.103609,0.114097,0.125533,0.136961,0.151203,0.165176,0.184125,0.20521,0.226611,0.24449,0.254564,0.259488,0.261442,0.262403,0.265649,0.27502
