"year","0__0","1__0","2__0","3__0","4__0","5__0","6__0","7__0","8__0","9__0","10__0","11__0","12__0","13__0","14__0","15__0","16__0","17__0","18__0","19__0","20__0","21__0","22__0","23__0","24__0","25__0","26__0","27__0","28__0","29__0","30__0","31__0","32__0","33__0","34__0","35__0","36__0","37__0","38__0","39__0","40__0","41__0","42__0","43__0","44__0","45__0","46__0","47__0","48__0","49__0","50__0","51__0","52__0","53__0","54__0","55__0","56__0","57__0","58__0","59__0","60__0","61__0","62__0","63__0","64__0","65__0","66__0","67__0","68__0","69__0","70__0","71__0","72__0","73__0","74__0","75__0","76__0","77__0","78__0","79__0","80__0","81__0","82__0","83__0","84__0","85__0","86__0","87__0","88__0","89__0","90__0"
"1903",0.172724,0.030848,0.017134,0.010577,0.007351,0.005562,0.004493,0.004038,0.003143,0.003017,0.002633,0.002628,0.002787,0.002696,0.002829,0.003542,0.004139,0.004755,0.005805,0.005828,0.006761,0.007808,0.008446,0.007861,0.007383,0.007464,0.006946,0.007524,0.007213,0.007308,0.007778,0.007482,0.00848,0.008191,0.008082,0.009093,0.009003,0.009671,0.010017,0.010069,0.011036,0.01067,0.012008,0.01153,0.012262,0.01355,0.013557,0.013721,0.014653,0.014863,0.016178,0.016114,0.018754,0.018696,0.019296,0.020595,0.023568,0.023699,0.02503,0.027792,0.03162,0.030124,0.035649,0.038472,0.040475,0.043887,0.047604,0.051502,0.057484,0.061191,0.071364,0.071721,0.084102,0.091286,0.098098,0.111224,0.119306,0.128576,0.141709,0.163733,0.184189,0.179761,0.214208,0.230039,0.260345,0.273393,0.287423,0.313885,0.318247,0.401948,0.342768
"1904",0.183149,0.031984,0.015977,0.009842,0.006868,0.005056,0.004109,0.003724,0.003166,0.002905,0.002819,0.002421,0.002586,0.002732,0.002792,0.003439,0.004154,0.005207,0.005646,0.006009,0.006642,0.007282,0.008038,0.007889,0.007479,0.007344,0.007527,0.007035,0.00734,0.006926,0.007735,0.007366,0.007775,0.00841,0.008076,0.009035,0.009283,0.009506,0.009891,0.009844,0.011261,0.010626,0.011673,0.011719,0.011952,0.012891,0.013747,0.013912,0.014826,0.014708,0.016909,0.015425,0.018077,0.01993,0.020114,0.020674,0.022433,0.024402,0.025745,0.027058,0.032289,0.031928,0.035076,0.037806,0.040977,0.044632,0.04649,0.052191,0.057182,0.061222,0.073733,0.072864,0.086405,0.090042,0.101784,0.113358,0.121137,0.13437,0.150083,0.154737,0.18543,0.179895,0.212951,0.229135,0.257236,0.28323,0.284928,0.324676,0.353413,0.344252,0.405437
"1905",0.172089,0.030128,0.015783,0.009771,0.007235,0.005247,0.004049,0.00374,0.003138,0.002905,0.002594,0.002668,0.002533,0.00262,0.002874,0.00349,0.004049,0.004974,0.005688,0.005934,0.006635,0.007133,0.007918,0.007637,0.007262,0.007406,0.007366,0.007674,0.007382,0.00759,0.007917,0.007619,0.008542,0.007968,0.009084,0.009024,0.00928,0.009808,0.010732,0.010609,0.01163,0.011417,0.01264,0.012507,0.012977,0.014137,0.014664,0.015271,0.015635,0.015906,0.017876,0.018266,0.019824,0.01995,0.021462,0.02316,0.024055,0.025994,0.028983,0.029016,0.032594,0.034756,0.038161,0.040205,0.042429,0.047439,0.050046,0.053765,0.060284,0.063245,0.073701,0.077057,0.08815,0.09291,0.100879,0.115104,0.119205,0.137193,0.154277,0.161527,0.184236,0.18973,0.217645,0.233715,0.266785,0.299047,0.307065,0.317945,0.348528,0.39457,0.428142
"1906",0.180411,0.032683,0.016706,0.010118,0.006935,0.005389,0.004281,0.003607,0.002968,0.002905,0.002617,0.002588,0.002609,0.002763,0.002995,0.003645,0.004407,0.005023,0.005889,0.006436,0.006596,0.007357,0.008148,0.007731,0.007441,0.007452,0.007189,0.007776,0.007343,0.007203,0.008015,0.008006,0.008576,0.008746,0.008283,0.00959,0.009244,0.009642,0.010674,0.010665,0.011609,0.011385,0.012723,0.013054,0.012996,0.014113,0.014353,0.014986,0.01672,0.016275,0.017995,0.017958,0.019782,0.020506,0.021301,0.023013,0.024374,0.025815,0.028182,0.028937,0.034019,0.034649,0.039485,0.040055,0.043595,0.04887,0.04981,0.054662,0.061245,0.065596,0.073942,0.073647,0.090723,0.09564,0.101273,0.113917,0.124567,0.131232,0.154745,0.163067,0.184283,0.186015,0.226491,0.234625,0.261345,0.294324,0.308426,0.341252,0.356965,0.37711,0.43676
"1907",0.162714,0.030764,0.013647,0.009084,0.00658,0.005021,0.003935,0.003424,0.002939,0.002791,0.002478,0.002402,0.002402,0.002491,0.002859,0.003543,0.00433,0.004992,0.005682,0.00653,0.006804,0.008547,0.008115,0.007565,0.007146,0.007551,0.007322,0.007639,0.007498,0.007839,0.007976,0.008422,0.008528,0.009095,0.009367,0.009251,0.010374,0.010969,0.011096,0.011662,0.012237,0.0125,0.012808,0.014279,0.014575,0.015395,0.015554,0.016031,0.016734,0.018406,0.019054,0.019151,0.020003,0.022602,0.023246,0.025291,0.025878,0.026939,0.029448,0.032579,0.036126,0.03691,0.040653,0.044342,0.047659,0.050484,0.053418,0.057766,0.065257,0.069581,0.077517,0.083849,0.091101,0.101531,0.110345,0.125001,0.12905,0.141781,0.159238,0.179401,0.189984,0.205133,0.228532,0.248714,0.273217,0.281261,0.30072,0.34498,0.358268,0.368282,0.406999
"1908",0.162368,0.030205,0.012042,0.008335,0.006153,0.004708,0.003763,0.003216,0.002801,0.00242,0.002387,0.002204,0.002253,0.002535,0.00269,0.003304,0.00416,0.004705,0.005762,0.006019,0.006476,0.008592,0.00762,0.007203,0.00704,0.006971,0.007196,0.007331,0.007436,0.007591,0.007536,0.00792,0.008233,0.008281,0.008957,0.009594,0.009003,0.009923,0.010349,0.010525,0.010813,0.011499,0.012018,0.012603,0.013546,0.014021,0.014165,0.015679,0.016141,0.0165,0.018188,0.018576,0.019034,0.020059,0.022242,0.023844,0.024418,0.026295,0.027899,0.031066,0.032302,0.035086,0.036451,0.039348,0.044849,0.047192,0.05147,0.054947,0.05811,0.066227,0.070551,0.078847,0.085153,0.091204,0.101593,0.111964,0.12074,0.131055,0.1435,0.15907,0.175627,0.185628,0.206771,0.217624,0.248523,0.268541,0.279253,0.300943,0.335589,0.359067,0.34901
"1909",0.147525,0.028987,0.012205,0.007908,0.005852,0.004724,0.003642,0.003125,0.002703,0.002461,0.002298,0.002349,0.002125,0.002334,0.00262,0.003286,0.003911,0.004596,0.005533,0.005748,0.006381,0.008058,0.00757,0.006539,0.00673,0.00701,0.006747,0.00708,0.007255,0.007418,0.007673,0.007656,0.008001,0.008471,0.008997,0.008916,0.00943,0.009226,0.010222,0.011386,0.011107,0.011786,0.012052,0.011915,0.013611,0.014406,0.014795,0.01555,0.015941,0.017334,0.018501,0.019381,0.019988,0.020905,0.022021,0.024313,0.024849,0.026666,0.028612,0.031204,0.034686,0.033793,0.039271,0.04143,0.045471,0.050486,0.053305,0.057726,0.062138,0.068692,0.075962,0.081342,0.091434,0.097441,0.10676,0.115768,0.128752,0.145883,0.148542,0.167158,0.183889,0.200277,0.221166,0.233746,0.259058,0.290745,0.306185,0.32058,0.346064,0.381809,0.417025
"1910",0.137695,0.027985,0.012189,0.007425,0.005192,0.004164,0.003381,0.00278,0.002575,0.002304,0.002105,0.00208,0.002156,0.002252,0.0023,0.003113,0.003839,0.004559,0.005347,0.005736,0.00599,0.00699,0.007175,0.006759,0.00632,0.006399,0.007003,0.00675,0.007255,0.007118,0.007272,0.007401,0.007577,0.008117,0.008347,0.008384,0.008922,0.009014,0.008901,0.010475,0.010647,0.010927,0.011498,0.011986,0.012537,0.013279,0.013626,0.014129,0.015268,0.015945,0.016659,0.017886,0.019067,0.019825,0.020373,0.022385,0.022894,0.025282,0.026619,0.028432,0.030424,0.033327,0.034743,0.039009,0.041485,0.045221,0.047926,0.053081,0.057284,0.063101,0.068766,0.075766,0.082307,0.091156,0.099336,0.107479,0.120895,0.13207,0.145399,0.148272,0.175089,0.183099,0.202986,0.217316,0.241385,0.258611,0.290332,0.300089,0.335066,0.34389,0.354235
"1911",0.187137,0.035786,0.012957,0.007787,0.00582,0.004271,0.003523,0.002876,0.002596,0.002493,0.002198,0.002183,0.002316,0.002536,0.002523,0.003272,0.0041,0.004901,0.005445,0.006187,0.006528,0.008036,0.007272,0.007192,0.006881,0.007077,0.006974,0.007065,0.007314,0.007299,0.007421,0.007494,0.008131,0.008028,0.008413,0.008855,0.009118,0.009501,0.010165,0.010228,0.010691,0.011115,0.01087,0.012109,0.012802,0.012944,0.013469,0.014547,0.015695,0.015953,0.016668,0.017338,0.01922,0.021047,0.021471,0.021975,0.023075,0.02591,0.027838,0.029141,0.03143,0.032551,0.037995,0.038918,0.043517,0.047028,0.05113,0.0569,0.061752,0.065977,0.070637,0.07886,0.090223,0.097066,0.108552,0.117404,0.128776,0.1385,0.154696,0.180849,0.183114,0.201909,0.217992,0.243145,0.273906,0.291874,0.31709,0.33764,0.373916,0.391639,0.407912
"1912",0.134928,0.027505,0.011922,0.008063,0.006088,0.004592,0.003644,0.00275,0.002498,0.002411,0.002395,0.001943,0.002097,0.002183,0.002569,0.00299,0.003552,0.004267,0.005064,0.005506,0.005977,0.007301,0.006692,0.006688,0.006734,0.006984,0.006767,0.007132,0.006821,0.007444,0.007611,0.007175,0.007646,0.008111,0.00874,0.008972,0.00896,0.009651,0.010429,0.010278,0.010422,0.01118,0.011558,0.011586,0.013023,0.01338,0.013757,0.014613,0.015052,0.016698,0.016983,0.017523,0.018774,0.019608,0.021815,0.022688,0.023223,0.025082,0.026737,0.029437,0.030523,0.031667,0.034162,0.039385,0.041201,0.044684,0.047445,0.052004,0.057278,0.060793,0.066889,0.072317,0.078029,0.089335,0.099376,0.10805,0.117286,0.130034,0.13601,0.149795,0.161415,0.173324,0.190893,0.20822,0.225703,0.242248,0.266573,0.296719,0.32874,0.33881,0.352379
"1913",0.140119,0.02919,0.011418,0.007404,0.005524,0.004316,0.003322,0.00284,0.002417,0.002307,0.002149,0.00207,0.002133,0.002245,0.002727,0.002969,0.003792,0.004524,0.005077,0.005898,0.006198,0.007461,0.007215,0.006392,0.006465,0.006676,0.006825,0.006823,0.007046,0.006968,0.007119,0.00779,0.007507,0.008152,0.008245,0.008656,0.008831,0.009486,0.009666,0.010038,0.010822,0.010344,0.011091,0.011379,0.012912,0.012574,0.013656,0.014302,0.014518,0.016449,0.017407,0.01727,0.018142,0.019659,0.020824,0.022616,0.023945,0.024314,0.02566,0.028396,0.031216,0.032345,0.034713,0.036314,0.04144,0.043927,0.049626,0.051665,0.056136,0.065029,0.069393,0.073387,0.078868,0.087158,0.098677,0.107313,0.121871,0.128212,0.138785,0.15551,0.164831,0.179364,0.193899,0.220399,0.235994,0.252235,0.288212,0.301793,0.320915,0.354816,0.386997
"1914",0.136499,0.025973,0.01091,0.006832,0.00486,0.004167,0.003384,0.002929,0.002567,0.002267,0.002316,0.002235,0.002296,0.002264,0.002755,0.003162,0.004516,0.005913,0.079249,0.091381,0.074062,0.086808,0.080107,0.075342,0.073662,0.068694,0.065127,0.061184,0.061248,0.059697,0.058963,0.057898,0.055069,0.048912,0.040431,0.036246,0.031384,0.02803,0.026011,0.026283,0.025677,0.022079,0.019157,0.019028,0.018917,0.015967,0.016357,0.014439,0.015902,0.016892,0.017931,0.018664,0.019213,0.020303,0.02282,0.023375,0.024291,0.026721,0.02894,0.030245,0.033079,0.035353,0.036975,0.04019,0.042115,0.048541,0.050189,0.056925,0.061905,0.065947,0.076433,0.080938,0.088643,0.092821,0.102397,0.120139,0.126881,0.141383,0.153932,0.170874,0.185351,0.203194,0.223645,0.235971,0.262572,0.284732,0.304839,0.328716,0.344842,0.377941,0.434829
"1915",0.14109,0.031699,0.014284,0.009169,0.006873,0.005429,0.004597,0.003772,0.003342,0.002804,0.002807,0.002608,0.002578,0.00262,0.003139,0.003595,0.004866,0.005967,0.041233,0.088137,0.103349,0.095483,0.092566,0.097206,0.090267,0.086078,0.081357,0.077879,0.073178,0.068464,0.066927,0.067266,0.065663,0.063083,0.056823,0.048668,0.040732,0.035953,0.030818,0.027845,0.026991,0.027212,0.024816,0.021514,0.019911,0.019593,0.018729,0.018334,0.017349,0.017025,0.018138,0.019018,0.020347,0.02067,0.021944,0.024318,0.024362,0.027175,0.028309,0.030807,0.03253,0.034639,0.038941,0.041083,0.043833,0.047272,0.052803,0.055553,0.063289,0.067866,0.073573,0.083014,0.091114,0.09781,0.10262,0.113062,0.127916,0.14138,0.150874,0.167439,0.179865,0.189854,0.211574,0.23177,0.254438,0.273554,0.296552,0.326119,0.342093,0.36283,0.400594
"1916",0.140271,0.030541,0.01295,0.007933,0.006086,0.004826,0.003916,0.00343,0.002886,0.002669,0.002531,0.002361,0.002405,0.002675,0.002988,0.003777,0.004395,0.005796,0.026495,0.053516,0.065871,0.074877,0.069656,0.067868,0.071079,0.06477,0.061494,0.058545,0.056217,0.052547,0.048901,0.048249,0.048135,0.047092,0.045237,0.040856,0.035305,0.029487,0.026199,0.023018,0.02063,0.020136,0.020182,0.018041,0.016464,0.016199,0.01642,0.016531,0.017478,0.01639,0.015983,0.017483,0.018769,0.019498,0.0203,0.022368,0.024049,0.025211,0.027092,0.02926,0.031486,0.032929,0.036899,0.039362,0.042742,0.045108,0.049249,0.054817,0.057923,0.066638,0.071909,0.077702,0.088269,0.09471,0.10393,0.112412,0.123012,0.137423,0.144209,0.16877,0.183895,0.198084,0.208076,0.22692,0.251217,0.270102,0.289027,0.327975,0.341619,0.371307,0.387051
"1917",0.166024,0.030009,0.014254,0.008093,0.006156,0.004778,0.00368,0.003356,0.002756,0.002594,0.002366,0.002293,0.002345,0.002529,0.002908,0.003903,0.004506,0.006106,0.021979,0.035125,0.036872,0.042876,0.04695,0.043517,0.042146,0.044339,0.040186,0.038388,0.036964,0.035342,0.033024,0.030867,0.03091,0.030795,0.030368,0.02945,0.026496,0.0232,0.019715,0.018252,0.016338,0.014958,0.014921,0.015091,0.014811,0.013886,0.014114,0.014883,0.015512,0.016476,0.016397,0.016284,0.017993,0.019329,0.02068,0.021683,0.023187,0.025487,0.026552,0.029568,0.032652,0.032482,0.035201,0.038654,0.043873,0.047964,0.049477,0.05423,0.061838,0.065848,0.075673,0.080883,0.085862,0.098765,0.111372,0.119767,0.126051,0.13895,0.160162,0.174929,0.19096,0.204088,0.227862,0.242523,0.264249,0.29659,0.31657,0.349022,0.357952,0.416043,0.444171
"1918",0.189242,0.044612,0.019117,0.012763,0.009498,0.007486,0.006158,0.00515,0.004475,0.004448,0.004168,0.003939,0.003879,0.004233,0.005215,0.006378,0.008553,0.01258,0.017512,0.036357,0.052211,0.055229,0.064413,0.06997,0.066262,0.066759,0.067331,0.061731,0.058618,0.056258,0.055137,0.05181,0.049513,0.048914,0.048848,0.047844,0.046112,0.041971,0.036789,0.031555,0.028631,0.024212,0.022796,0.023189,0.023083,0.021511,0.020746,0.021863,0.022211,0.02316,0.022611,0.022252,0.021199,0.023155,0.024086,0.025619,0.025778,0.027462,0.028066,0.030462,0.033232,0.034563,0.036866,0.039879,0.043992,0.048757,0.050288,0.054769,0.059231,0.069477,0.072501,0.077895,0.084784,0.094386,0.106025,0.110623,0.121615,0.127573,0.142903,0.158414,0.17104,0.183824,0.204475,0.223242,0.235525,0.258844,0.289183,0.287072,0.328928,0.353268,0.372998
"1919",0.156487,0.031588,0.014647,0.007692,0.006599,0.004817,0.003927,0.003285,0.003081,0.00294,0.002781,0.002535,0.002366,0.002799,0.003273,0.004216,0.005045,0.006656,0.007612,0.010563,0.013182,0.014551,0.014779,0.016449,0.017548,0.016798,0.015909,0.016316,0.015037,0.014926,0.014046,0.014309,0.013665,0.013322,0.013621,0.013433,0.013578,0.013697,0.01256,0.013107,0.012042,0.012655,0.012371,0.012244,0.013097,0.013433,0.013562,0.012914,0.014095,0.015941,0.015818,0.017065,0.018034,0.019413,0.020664,0.021417,0.023084,0.023388,0.025829,0.027529,0.029757,0.031783,0.034,0.036788,0.040972,0.045804,0.047759,0.051981,0.055811,0.061633,0.070372,0.073537,0.082688,0.090182,0.098216,0.112018,0.116254,0.130204,0.137446,0.158913,0.175844,0.186971,0.209383,0.231506,0.24626,0.267898,0.300545,0.32172,0.339192,0.369253,0.398695
"1920",0.154073,0.024059,0.012387,0.0075,0.005062,0.004484,0.00345,0.003142,0.002709,0.002379,0.002269,0.002134,0.002143,0.002284,0.002552,0.003335,0.003961,0.004508,0.005293,0.00699,0.007826,0.007132,0.007686,0.007452,0.007241,0.007292,0.007066,0.00714,0.006891,0.007212,0.007073,0.007207,0.007295,0.00763,0.007259,0.007598,0.007593,0.00812,0.0082,0.008541,0.008977,0.009173,0.009498,0.00952,0.01052,0.010843,0.010944,0.01178,0.01222,0.013711,0.014448,0.015457,0.016435,0.01743,0.018959,0.020248,0.021579,0.022211,0.023871,0.026195,0.028686,0.02973,0.03235,0.034835,0.038007,0.041397,0.044073,0.048758,0.052469,0.05628,0.062618,0.069643,0.07678,0.083234,0.089948,0.099739,0.109242,0.117893,0.13098,0.140282,0.155145,0.169485,0.182898,0.202707,0.220792,0.24854,0.255286,0.288247,0.314727,0.32335,0.364616
